都道府県番号,都道府県名,PCR検査陽性者数,入院者数,入院患者受入確保病床,入院患者受入確保想定病床数,うち重症者数,重症患者受入確保病床数,重症患者受入確保想定病床数,宿泊療養者数,宿泊施設受入可能室数,自宅療養者数,社会福祉施設等療養者数,確認中の人数,更新日,出典,入院患者フェーズ,入院患者病床使用率,入院患者即応病床数,重症者フェーズ,重症患者病床使用率,重症患者即応病床数,宿泊療養フェーズ,宿泊療養施設居室使用率,宿泊療養施設施設居室,入院患者受入即応病床数,入院率,重症患者受入即応病床数,宿泊施設受入即応室数,うち社会福祉施設等療養者数,療養先調整中の人数,うち入院先調整中の人数,入院者数（確保病床）,入院者数（臨時）,入院患者受入確保病床（臨時）,うち重症者数（確保病床）,うち重症者数（臨時確保病床）,うち重症患者受入確保病床数（臨時）,うち宿泊療養者数（臨時）,うち宿泊施設受入可能室数（臨時）,臨時施設療養者数,臨時施設フェーズ,臨時施設即応定員数,臨時施設確保定員数,臨時施設確保定員使用率
47,沖縄県,4,4,225,430,0,33,37,0,0,0,0,0,2020-07-15,https://www.mhlw.go.jp/content/10900000/000650176.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,北海道,88,58,700,1558,5,100,132,26,810,4,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,青森県,4,4,158,225,0,29,34,0,30,0,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03,岩手県,0,0,93,166,0,33,33,0,85,0,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,宮城県,22,13,388,400,0,57,60,9,100,0,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,秋田県,0,0,105,105,0,55,55,0,16,0,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,山形県,3,3,150,150,0,16,16,0,188,0,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07,福島県,2,2,229,350,0,15,50,0,100,0,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,茨城県,23,17,166,500,2,33,70,6,34,0,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,栃木県,48,45,271,271,0,41,41,1,111,2,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,群馬県,15,15,240,280,1,23,50,0,150,0,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,埼玉県,452,248,602,602,7,60,60,100,904,57,0,47,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,千葉県,249,177,819,1700,2,82,300,30,736,30,0,12,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,東京都,1976,992,3300,4000,14,400,500,155,371,457,0,372,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,神奈川県,304,122,1979,2200,7,172,170,131,2486,51,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,新潟県,6,6,411,766,0,112,112,0,50,0,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,富山県,5,5,500,500,0,20,20,0,100,0,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,石川県,9,9,254,254,1,35,35,0,340,0,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,福井県,3,3,176,350,0,19,19,0,42,0,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,山梨県,4,4,80,250,0,13,24,0,21,0,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,長野県,9,9,300,300,0,33,33,0,200,0,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,岐阜県,38,38,281,625,0,15,67,0,466,0,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,静岡県,31,28,200,400,0,20,20,2,155,0,0,1,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,愛知県,181,104,500,1500,0,28,400,0,1300,77,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,三重県,10,9,171,171,0,46,46,0,100,1,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,滋賀県,14,14,141,450,1,50,50,0,62,0,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,京都府,146,84,431,431,1,86,86,29,338,33,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,大阪府,497,305,1257,1615,8,188,215,154,712,38,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,兵庫県,102,72,515,515,0,71,71,30,500,0,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,奈良県,47,44,434,500,1,25,25,3,108,0,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,和歌山県,18,18,150,177,0,32,32,0,137,0,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,鳥取県,1,1,322,300,0,48,48,0,640,0,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,島根県,2,2,253,253,0,30,46,0,98,0,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,岡山県,13,13,220,250,0,11,40,0,285,0,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,広島県,39,39,266,270,0,35,35,0,176,0,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,山口県,5,5,423,423,0,102,102,0,638,0,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,徳島県,5,5,172,200,0,47,49,0,208,0,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,香川県,16,15,163,163,0,15,15,1,101,0,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,愛媛県,1,1,223,223,0,15,43,0,67,0,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,高知県,2,2,166,200,0,16,50,0,16,0,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,福岡県,203,128,490,1800,4,60,300,12,826,63,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,佐賀県,2,2,146,232,0,32,47,0,230,0,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,長崎県,28,22,395,395,0,27,42,6,163,0,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,熊本県,3,3,378,400,0,48,48,0,1430,0,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,大分県,0,0,258,300,0,35,35,0,700,0,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,宮崎県,2,2,204,240,0,21,33,0,250,0,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,鹿児島県,49,47,253,253,0,48,48,2,370,0,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,沖縄県,9,9,225,430,0,33,37,0,0,0,0,0,2020-07-22,https://www.mhlw.go.jp/content/10900000/000652009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,北海道,82,55,700,1558,4,100,132,25,810,2,0,0,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,青森県,1,1,158,225,0,29,34,0,30,0,0,0,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03,岩手県,0,0,93,166,0,33,33,0,85,0,0,0,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,宮城県,10,10,388,400,0,57,60,0,100,0,0,0,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,秋田県,2,2,235,235,0,27,27,0,16,0,0,0,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,山形県,1,1,150,150,0,16,16,0,188,0,0,0,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07,福島県,3,3,229,350,0,15,50,0,100,0,0,0,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,茨城県,37,29,167,500,1,33,70,5,34,3,0,0,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,栃木県,59,58,271,271,0,41,41,0,111,1,0,0,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,群馬県,25,25,307,307,2,23,50,0,150,0,0,0,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,埼玉県,457,243,602,602,4,60,60,104,1225,55,0,55,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,千葉県,284,179,819,1700,5,82,300,42,736,44,0,19,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,東京都,2525,1250,3300,4000,21,400,500,213,670,542,0,520,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,神奈川県,309,145,1979,2200,10,172,170,106,2486,58,0,0,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,新潟県,8,8,411,766,0,112,112,0,150,0,0,0,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,富山県,5,5,500,500,0,36,36,0,100,0,0,0,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,石川県,15,15,254,254,2,35,35,0,340,0,0,0,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,福井県,4,4,176,350,0,19,19,0,65,0,0,0,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,山梨県,10,10,170,250,0,24,24,0,21,0,0,0,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,長野県,20,20,350,350,0,48,48,0,200,0,0,0,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,岐阜県,97,97,387,625,0,19,67,0,466,0,0,0,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,静岡県,121,63,200,400,1,20,20,26,155,0,0,32,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,愛知県,770,195,500,1500,2,28,400,5,1300,512,0,58,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,三重県,23,23,171,171,0,46,46,0,100,0,0,0,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,滋賀県,53,52,141,450,2,50,50,0,62,1,0,0,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,京都府,212,118,431,431,3,86,86,34,338,60,0,0,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,大阪府,924,534,1257,1615,13,188,215,233,712,157,0,0,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,兵庫県,203,148,652,652,8,110,110,55,500,0,0,0,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,奈良県,67,66,467,500,1,25,25,1,108,0,0,0,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,和歌山県,44,44,150,177,2,32,32,0,137,0,0,0,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,鳥取県,3,3,322,300,0,48,48,0,340,0,0,0,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,島根県,4,4,253,253,0,30,46,0,98,0,0,0,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,岡山県,25,23,220,250,0,11,40,2,285,0,0,0,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,広島県,68,67,266,270,0,35,35,0,150,1,0,0,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,山口県,12,12,423,423,0,102,102,0,638,0,0,0,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,徳島県,6,6,172,200,0,47,49,0,208,0,0,0,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,香川県,7,7,175,175,0,22,22,0,101,0,0,0,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,愛媛県,7,7,223,223,0,15,43,0,67,0,0,0,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,高知県,4,4,192,200,0,16,50,0,16,0,0,0,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,福岡県,510,183,490,1800,5,60,300,101,455,226,0,0,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,佐賀県,21,21,146,232,0,32,47,0,230,0,0,0,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,長崎県,32,25,395,395,1,27,42,7,163,0,0,0,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,熊本県,88,88,400,400,0,59,59,0,1430,0,0,0,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,大分県,2,2,330,330,0,41,41,0,700,0,0,0,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,宮崎県,74,44,212,240,0,19,33,14,250,16,0,0,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,鹿児島県,71,52,253,253,3,48,48,11,370,8,0,0,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,沖縄県,83,83,227,425,2,40,28,0,0,0,0,0,2020-07-29,https://www.mhlw.go.jp/content/10900000/000655343.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,北海道,123,80,700,1558,3,100,132,37,810,6,0,0,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02,青森県,2,2,158,225,0,29,30,0,30,0,0,0,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03,岩手県,3,3,205,382,0,25,59,0,225,0,0,0,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04,宮城県,26,20,388,450,0,57,65,3,100,3,0,0,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,秋田県,2,2,231,235,0,25,27,0,16,0,0,0,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,山形県,1,1,215,215,0,25,26,0,188,0,0,0,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07,福島県,4,4,229,350,0,15,50,0,100,0,0,0,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,茨城県,82,50,171,500,1,33,70,10,34,22,0,0,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,栃木県,75,74,311,311,0,41,41,0,111,1,0,0,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,群馬県,33,33,302,330,1,23,50,0,150,0,0,0,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,埼玉県,521,298,683,1400,3,96,200,76,1225,98,0,49,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,千葉県,505,292,1147,1200,6,101,180,72,710,106,0,35,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,東京都,3252,1416,3300,4000,22,400,500,442,2148,556,0,838,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,神奈川県,439,184,1951,2200,11,172,172,140,2486,115,0,0,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,新潟県,20,20,456,456,0,112,112,0,176,0,0,0,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,富山県,20,20,500,500,0,36,36,0,150,0,0,0,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,石川県,16,16,258,258,2,35,35,0,340,0,0,0,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,福井県,19,19,190,350,0,24,24,0,65,0,0,0,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,山梨県,21,18,250,250,1,24,24,3,21,0,0,0,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,長野県,35,35,350,350,0,48,48,0,200,0,0,0,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,岐阜県,151,146,397,625,0,49,67,5,381,0,0,0,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,静岡県,134,91,300,400,1,30,40,20,155,0,0,23,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,愛知県,1564,258,766,839,7,60,121,47,1300,1139,0,120,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,三重県,84,69,358,358,0,52,52,0,100,15,0,0,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,滋賀県,79,72,141,450,1,50,50,6,62,1,0,0,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,京都府,219,112,495,495,4,86,86,45,338,62,0,0,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,大阪府,1509,372,1257,1615,26,188,215,362,957,282,0,493,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,兵庫県,289,239,652,652,7,110,120,50,488,0,0,0,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,奈良県,73,69,467,500,1,25,25,4,108,0,0,0,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,和歌山県,45,45,165,400,0,40,40,0,137,0,0,0,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,鳥取県,14,14,322,322,0,48,48,0,340,0,0,0,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,島根県,1,1,253,253,0,30,46,0,98,0,0,0,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,岡山県,34,32,250,250,0,37,40,1,207,1,0,0,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,広島県,124,117,553,553,0,72,80,2,150,5,0,0,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,山口県,13,13,423,423,0,102,102,0,638,0,0,0,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,徳島県,18,18,200,200,0,25,25,0,208,0,0,0,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,香川県,6,5,175,175,0,22,22,1,101,0,0,0,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,愛媛県,13,13,223,223,1,15,43,0,67,0,0,0,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,高知県,5,5,192,200,0,16,50,0,16,0,0,0,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,福岡県,1014,269,490,760,11,60,110,182,686,563,0,0,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,佐賀県,52,48,281,281,0,47,47,4,230,0,0,0,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,長崎県,106,31,395,395,1,27,42,40,163,35,0,0,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,熊本県,213,153,400,400,0,59,59,0,1430,60,0,0,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,大分県,16,16,330,330,1,41,41,0,700,0,0,0,2020-08-05T00:00,https://www.mhlw.go.jp/content/10900000/000657845.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
